subject_id,condition,phase,node_l,node_r,trial_timestamp,response_timestamp,response_delay,rot,response_key,response,accuracy
0927,Interleaved,Study,6,9,0.06056487500006824,0.8902852920000441,0.8297204169999759,0,a,0,0
0927,Interleaved,Study,1,2,3.6462955420000753,4.736251250000009,1.089955707999934,0,a,0,0
0927,Interleaved,Study,3,6,7.252637292000031,7.5791404579999835,0.3265031659999522,0,a,0,0
0927,Interleaved,Study,9,8,10.855534000000034,11.311103917000082,0.455569917000048,1,a,0,1
0927,Interleaved,Study,3,4,14.45934683300004,15.270906416999992,0.8115595839999514,-1,s,1,0
0927,Interleaved,Study,6,7,18.090855917,18.869745542000032,0.7788896250000334,0,a,0,0
0927,Interleaved,Study,3,11,21.674885500000073,22.265570792000062,0.5906852919999892,-1,s,1,0
0927,Interleaved,Study,6,7,25.30525904199999,26.179590542000028,0.8743315000000393,-1,s,1,0
0927,Interleaved,Study,1,2,28.890919457999985,29.72036945800005,0.8294500000000653,0,a,0,0
0927,Interleaved,Study,9,8,32.494530833,33.208551833,0.7140210000000025,0,a,0,0
0927,Interleaved,Study,11,9,36.098772457999985,36.738273708000065,0.6395012500000803,-1,s,1,0
0927,Interleaved,Study,8,10,39.71159279200003,40.847300958000005,1.1357081659999722,0,a,0,0
0927,Interleaved,Study,7,8,43.31950487500001,44.519997042,1.200492166999993,0,a,0,0
0927,Interleaved,Study,1,2,46.90614395800003,47.51809433300002,0.6119503749999922,0,s,1,1
0927,Interleaved,Study,2,4,50.51176370799999,51.25788495800009,0.7461212500001011,0,s,1,1
0927,Interleaved,Study,11,9,54.11679708300005,54.82192537499998,0.7051282919999267,0,s,1,1
0927,Interleaved,Study,9,10,57.721639708,58.40976362499998,0.6881239169999844,0,s,1,1
0927,Interleaved,Study,7,8,61.33086483300008,62.30957270800002,0.9787078749999409,0,s,1,1
0927,Interleaved,Study,2,4,64.93769545800001,65.69661025000005,0.7589147920000414,0,s,1,1
0927,Interleaved,Study,6,9,68.56685104200005,69.30952304200002,0.7426719999999705,0,s,1,1
0927,Interleaved,Study,8,10,72.17720733300007,72.99646604200007,0.8192587089999961,0,s,1,1
0927,Interleaved,Study,2,4,75.78416820799998,76.50635912500002,0.7221909170000345,0,s,1,1
0927,Interleaved,Study,8,10,79.36939366700005,80.07713779200003,0.7077441249999765,0,s,1,1
0927,Interleaved,Study,3,6,82.97823808300006,83.55812737500003,0.5798892919999616,0,s,1,1
0927,Interleaved,Study,12,11,86.56481437500008,87.13100316700002,0.5661887919999344,-1,s,1,0
0927,Interleaved,Study,6,9,90.19448833299998,91.284747917,1.090259584000023,0,s,1,1
0927,Interleaved,Study,3,6,93.80424704200004,94.71584441700008,0.9115973750000421,0,s,1,1
0927,Interleaved,Study,6,9,97.43443970800001,98.07412062499998,0.6396809169999642,1,a,0,1
0927,Interleaved,Study,12,11,101.02203025000006,-1,-102.02203025000006,1,-1,-1,0
0927,Interleaved,Study,3,6,107.643984875,108.10542908299999,0.461444207999989,0,s,1,1
0927,Interleaved,Study,3,11,111.25863183299998,111.59044275000008,0.331810917000098,0,s,1,1
0927,Interleaved,Study,6,7,114.89235037499998,115.31523770800004,0.4228873330000624,-1,s,1,0
0927,Interleaved,Study,9,10,118.49954183300008,118.84713183300005,0.3475899999999683,0,a,0,0
0927,Interleaved,Study,3,4,122.10919320800008,122.45501854200006,0.34582533399998283,0,s,1,1
0927,Interleaved,Study,6,7,125.74486312500005,126.22885654200002,0.4839934169999651,1,s,1,0
0927,Interleaved,Study,9,10,129.352659958,129.90968820800003,0.5570282500000303,0,s,1,1
0927,Interleaved,Study,8,10,132.94124458300007,133.31970250000006,0.37845791699999154,-1,s,1,0
0927,Interleaved,Study,9,10,136.548817042,137.06939612500003,0.5205790830000296,0,s,1,1
0927,Interleaved,Study,3,4,140.15761433300008,140.51196979200006,0.3543554589999758,0,s,1,1
0927,Interleaved,Study,12,4,143.76708737500007,144.124478125,0.35739074999992226,1,s,1,0
0927,Interleaved,Study,2,4,147.37667604199999,147.89631658300004,0.519640541000058,0,s,1,1
0927,Interleaved,Study,7,8,150.99164166700007,151.55247025000006,0.5608285829999886,0,s,1,1
0927,Interleaved,Study,9,8,154.62500091700008,155.05402308300006,0.42902216599998155,1,s,1,0
0927,Interleaved,Study,2,3,158.21543233300008,158.62984029200004,0.4144079589999592,0,a,0,0
0927,Interleaved,Study,11,9,161.82611187499992,162.28684312500013,0.4607312500002081,1,s,1,0
0927,Interleaved,Study,8,10,165.41607766700008,165.813046042,0.3969683749999149,0,a,0,0
0927,Interleaved,Study,7,8,169.03025083300008,169.37862470799996,0.34837387499987926,0,s,1,1
0927,Interleaved,Study,12,4,172.64084404200003,173.36380466700007,0.7229606250000415,0,s,1,1
0927,Interleaved,Study,9,10,176.2503253750001,176.834276542,0.5839511669998956,1,a,0,1
0927,Interleaved,Study,12,11,179.84187758300004,180.27436208300014,0.4324845000001005,0,a,0,0
0927,Interleaved,Study,3,4,183.45290912500013,183.94410333299993,0.4911942079997971,0,a,0,0
0927,Interleaved,Study,6,7,187.11867320800002,187.46236520799994,0.34369199999991906,0,s,1,1
0927,Interleaved,Study,12,11,190.7097496670001,191.03817166700014,0.32842200000004595,0,s,1,1
0927,Interleaved,Study,12,4,194.32247229199993,194.66408491700008,0.34161262500015255,-1,s,1,0
0927,Interleaved,Study,2,3,197.91448704200002,198.40199133300007,0.4875042910000502,0,s,1,1
0927,Interleaved,Study,5,4,201.53054916700012,201.97776895800007,0.44721979099995224,0,s,1,1
0927,Interleaved,Study,3,4,205.142727917,205.70079250000003,0.5580645830000321,0,s,1,1
0927,Interleaved,Study,7,8,208.759268625,209.15772125000012,0.39845262500011813,0,s,1,1
0927,Interleaved,Study,3,11,212.3526387500001,212.86545975000013,0.5128210000000308,0,s,1,1
0927,Interleaved,Study,12,4,215.96494675000008,216.3925119170001,0.42756516700001157,0,s,1,1
0927,Interleaved,Study,6,7,219.60551650000002,220.13124500000004,0.5257285000000138,0,s,1,1
0927,Interleaved,Study,12,4,223.21910937500002,223.89134775000002,0.6722383750000063,-1,s,1,0
0927,Interleaved,Study,2,3,226.81304320799995,227.24037041700012,0.4273272090001683,-1,s,1,0
0927,Interleaved,Study,9,8,230.4528331250001,230.76011725000012,0.3072841250000238,0,a,0,0
0927,Interleaved,Study,1,2,251.2700279170001,252.73552708300008,1.4654991659999723,0,s,1,1
0927,Interleaved,Study,9,8,254.88294129199994,-1,-255.88294129199994,0,-1,-1,0
0927,Interleaved,Study,2,4,261.51155612499997,-1,-262.51155612499997,0,-1,-1,0
0927,Interleaved,Study,3,11,268.119704125,268.512824333,0.39312020800002756,-1,s,1,0
0927,Interleaved,Study,5,4,271.73675725,272.0748845830001,0.3381273330001022,0,s,1,1
0927,Interleaved,Study,12,4,275.351419417,275.771800042,0.42038062500000706,0,s,1,1
0927,Interleaved,Study,3,6,278.9694917500001,-1,-279.9694917500001,0,-1,-1,0
0927,Interleaved,Study,5,4,285.59958466700004,285.9775010000001,0.37791633300003014,0,s,1,1
0927,Interleaved,Study,3,11,289.22194108300005,289.68737391700006,0.465432834000012,1,s,1,0
0927,Interleaved,Study,9,8,292.83567933300014,293.34237570799996,0.5066963749998195,0,s,1,1
0927,Interleaved,Study,1,2,296.433064542,296.9509445420001,0.5178800000001047,1,s,1,0
0927,Interleaved,Study,12,11,300.0292636250001,300.54822283299995,0.518959207999842,-1,s,1,0
0927,Interleaved,Study,3,11,303.62552229200014,303.98502462500005,0.3595023329999094,0,s,1,1
0927,Interleaved,Study,5,4,307.24396716699994,307.62781925000013,0.3838520830001926,0,s,1,1
0927,Interleaved,Study,9,10,310.860292417,311.29871712499994,0.4384247079999568,1,s,1,0
0927,Interleaved,Study,2,3,314.456517417,314.894646042,0.4381286249999903,-1,s,1,0
0927,Interleaved,Study,8,10,318.052837208,318.42949491700006,0.37665770900002826,0,s,1,1
0927,Interleaved,Study,3,11,321.6500813330001,321.997576708,0.34749537499988037,0,s,1,1
0927,Interleaved,Study,2,4,325.29217191700013,326.173407667,0.8812357499998598,0,s,1,1
0927,Interleaved,Study,5,4,328.91147920799995,329.50839562500005,0.5969164170001022,0,s,1,1
0927,Interleaved,Study,1,2,332.509629208,333.171427,0.6617977920000158,0,s,1,1
0927,Interleaved,Study,8,10,336.107262625,336.45007775,0.34281512500001554,1,s,1,0
0927,Interleaved,Study,11,9,339.7272733330001,340.0570956250001,0.3298222920000171,0,s,1,1
0927,Interleaved,Study,6,9,343.367642167,343.9348191670001,0.5671770000001288,0,s,1,1
0927,Interleaved,Study,3,4,346.9844881250001,347.5940423750001,0.6095542499999738,0,s,1,1
0927,Interleaved,Study,2,4,350.62949745800006,351.02684,0.397342541999933,0,s,1,1
0927,Interleaved,Study,3,11,354.22679808299995,354.552888167,0.32609008400004313,0,s,1,1
0927,Interleaved,Study,9,10,357.84441883299996,358.42076083300003,0.5763420000000679,-1,s,1,0
0927,Interleaved,Study,5,4,361.465637,361.90032295800006,0.4346859580000455,0,s,1,1
0927,Interleaved,Study,11,9,365.0834757079999,365.50832133300014,0.4248456250002164,-1,s,1,0
0927,Interleaved,Study,6,9,368.7249993749999,369.07731345799994,0.3523140830000102,1,s,1,0
0927,Interleaved,Study,5,4,372.3457275420001,372.8059444580001,0.4602169160000358,0,s,1,1
0927,Interleaved,Study,6,7,375.99245462499994,376.5059987500001,0.5135441250001804,0,s,1,1
0927,Interleaved,Study,11,9,379.63735250000013,379.96947483300005,0.33212233299991567,-1,s,1,0
0927,Interleaved,Study,3,6,383.25903037500007,383.58122770800014,0.32219733300007647,1,s,1,0
0927,Interleaved,Study,2,3,386.86164925,387.29058029199996,0.42893104199993104,0,s,1,1
0927,Interleaved,Study,1,2,390.46351841699993,390.84675945799995,0.3832410410000193,1,s,1,0
0927,Interleaved,Study,11,9,394.08398375,394.48357862500006,0.399594875000048,0,s,1,1
0927,Interleaved,Study,3,6,397.70693466700004,398.0406968330001,0.33376216600004227,0,s,1,1
0927,Interleaved,Study,2,3,401.3088210000001,401.78744058300003,0.4786195829999542,0,s,1,1
0927,Interleaved,Study,12,4,404.930180542,405.31239804200004,0.3822175000000243,0,s,1,1
0927,Interleaved,Study,9,8,408.55002045800006,408.96226304200013,0.41224258400006875,0,s,1,1
0927,Interleaved,Study,12,11,412.1774323750001,412.58891437500006,0.41148199999997814,0,s,1,1
0927,Interleaved,Study,8,10,415.7779343330001,416.194974667,0.41704033399992113,0,s,1,1
0927,Interleaved,Study,9,10,419.399195833,419.83699924999996,0.43780341699994096,0,s,1,1
0927,Interleaved,Study,3,4,423.020051125,423.3377619170001,0.3177107920000708,0,s,1,1
0927,Interleaved,Study,9,8,426.641465292,427.0910617920001,0.4495965000000979,0,s,1,1
0927,Interleaved,Study,7,8,430.26910425000005,430.67948775000013,0.41038350000007995,0,s,1,1
0927,Interleaved,Study,12,11,433.870846542,434.2632745420001,0.392428000000109,0,s,1,1
0927,Interleaved,Study,11,9,437.493790708,437.9602761670001,0.46648545900006866,0,s,1,1
0927,Interleaved,Study,5,4,441.143437167,441.51919829200006,0.37576112500005365,0,s,1,1
0927,Interleaved,Study,7,8,444.77010466699994,445.2462102500001,0.47610558300016237,0,s,1,1
0927,Interleaved,Study,12,11,448.37299362499994,448.883038167,0.5100445420000597,0,s,1,1
0927,Interleaved,Study,2,3,451.977684125,452.387980042,0.4102959169999849,0,s,1,1
0927,Interleaved,Study,6,9,455.6227874169999,456.10283737500004,0.48004995800010875,0,s,1,1
0927,Interleaved,Study,1,2,459.2295445,459.6967077500001,0.4671632500001124,0,s,1,1
0927,Interleaved,Study,3,4,462.85418441699994,463.2617815000001,0.4075970830001552,0,s,1,1
0927,Interleaved,Study,12,4,466.4777798330001,466.9914384169999,0.5136585839998133,1,s,1,0
0927,Interleaved,Study,2,4,470.10248516699994,470.5364904170001,0.4340052500001548,0,s,1,1
0927,Interleaved,Study,7,8,473.7566031670001,474.2732517080001,0.516648540999995,1,s,1,0
0927,Interleaved,Study,6,7,477.40770583300014,477.782485167,0.37477933399986796,0,s,1,1
0927,Interleaved,Study,2,3,481.013406625,481.766168375,0.7527617499999906,0,s,1,1
0927,Interleaved,Study,3,6,484.64149762500006,485.00105937500007,0.35956175000001167,0,s,1,1
0927,Interleaved,Study,6,9,488.2893382080001,488.65099183300003,0.36165362499991716,0,s,1,1
