subject_id,condition,phase,node_l,node_c,node_r,dist_l,dist_r,trial_timestamp,choice_timestamp,response_timestamp,response_delay,response_key,response,accuracy
0927,Interleaved,Judgement,5,1,4,3,2,0.00965962500004025,0.5129406670000662,1.293305417000056,0.7803647499999897,d,-1,0
0927,Interleaved,Judgement,7,4,10,3,4,1.446773500000063,1.9495895000000019,2.068600958999923,0.11901145899992116,d,-1,0
0927,Interleaved,Judgement,1,11,2,3,2,2.174617208999962,2.677394250000134,2.693437000000131,0.016042749999996886,d,-1,0
0927,Interleaved,Judgement,2,10,6,4,2,2.7989105419999305,3.3018916670000635,3.3347388340000634,0.0328471669999999,d,-1,0
0927,Interleaved,Judgement,10,5,9,5,4,3.4428674590001265,3.945638833999965,4.018386666999959,0.07274783299999399,d,-1,0
0927,Interleaved,Judgement,1,10,11,5,2,4.1238777089999985,4.626568542000086,4.6924355000001015,0.06586695800001507,d,-1,0
0927,Interleaved,Judgement,12,5,10,2,5,4.800936500000034,5.303630667000107,5.579317749999973,0.2756870829998661,d,-1,0
0927,Interleaved,Judgement,8,11,7,2,3,5.6859874169999784,6.188755709000134,6.241529042000138,0.05277333300000464,d,-1,0
0927,Interleaved,Judgement,10,5,3,5,2,6.3765300000000025,6.879405667000128,6.898286750000125,0.01888108299999658,d,-1,0
0927,Interleaved,Judgement,5,1,7,3,4,7.006841042000133,7.5096202500001255,7.611248708999938,0.10162845899981221,d,-1,0
0927,Interleaved,Judgement,7,4,6,3,2,7.739235624999992,8.242064875000096,8.329273875000126,0.08720900000002985,d,-1,0
0927,Interleaved,Judgement,11,8,2,2,4,8.435730124999964,8.93844945900014,9.079175042000088,0.14072558299994853,d,-1,0
0927,Interleaved,Judgement,4,1,8,2,5,9.187748959000146,9.69054908399994,9.718178625000064,0.027629541000123936,d,-1,0
0927,Interleaved,Judgement,11,10,5,2,5,9.825189459000057,10.327821916999937,10.39714600000002,0.06932408300008319,d,-1,0
0927,Interleaved,Judgement,6,8,1,2,5,10.530858125000123,11.033626166999966,11.069374917000005,0.035748750000038854,d,-1,0
0927,Interleaved,Judgement,5,1,10,3,5,11.178472542000009,11.681299500000023,11.754934209000112,0.07363470900008906,d,-1,0
0927,Interleaved,Judgement,10,5,7,5,4,11.864974500000017,12.367686209000112,12.451095958999986,0.08340974999987338,d,-1,0
0927,Interleaved,Judgement,3,8,1,3,5,12.55902545899994,13.061846875000128,13.130196125000111,0.06834924999998293,d,-1,0
0927,Interleaved,Judgement,5,7,9,4,2,13.263013709000006,13.765822999999955,13.840120958999933,0.07429795899997771,d,-1,0
0927,Interleaved,Judgement,9,1,8,4,5,13.951944166999965,14.45475158399995,14.542916249999962,0.0881646660000115,d,-1,0
0927,Interleaved,Judgement,11,8,5,2,5,14.6518907090001,15.15448183400008,15.248293084000125,0.09381125000004431,d,-1,0
0927,Interleaved,Judgement,10,1,7,5,4,15.385251124999968,15.88804058400001,15.994079291999924,0.10603870799991455,d,-1,0
0927,Interleaved,Judgement,5,8,2,5,4,16.116497499999923,16.619137292000005,16.717014584000026,0.09787729200002104,d,-1,0
0927,Interleaved,Judgement,1,5,8,3,5,16.82855137499996,17.331299833999992,17.475807458999952,0.14450762499996017,d,-1,0
0927,Interleaved,Judgement,7,5,1,4,3,17.587695791999977,18.090466459000027,18.22386941700006,0.13340295800003332,d,-1,0
0927,Interleaved,Judgement,4,1,11,2,3,18.33523404200014,18.837973791999957,19.0479029170001,0.20992912500014427,d,-1,0
0927,Interleaved,Judgement,9,2,6,3,2,19.159328749999986,19.66212270899996,19.786861458999965,0.1247387500000059,d,-1,0
0927,Interleaved,Judgement,6,5,8,3,5,19.89947645899997,20.402311374999954,20.551955749999934,0.14964437499997985,d,-1,0
0927,Interleaved,Judgement,9,2,10,3,4,20.68926608400011,21.1919855000001,21.338882541999965,0.1468970419998641,d,-1,0
0927,Interleaved,Judgement,8,5,3,5,2,21.451450042000033,21.954623000000083,22.07187262499997,0.11724962499988578,d,-1,0
0927,Interleaved,Judgement,8,1,5,5,3,22.184283792000087,22.686969249999947,22.70194395900012,0.01497470900017106,d,-1,0
0927,Interleaved,Judgement,1,10,12,5,3,22.812912208999933,23.315483750000112,23.319043542000145,0.0035597920000327576,d,-1,0
0927,Interleaved,Judgement,1,7,11,4,3,23.456126625000024,23.958847500000047,24.143681792000052,0.184834292000005,d,-1,0
0927,Interleaved,Judgement,4,10,12,4,3,24.25564374999999,24.75841883399994,24.79577954199999,0.03736070800005109,d,-1,0
0927,Interleaved,Judgement,12,9,5,2,4,24.954253750000134,25.457031959000005,25.597009209000134,0.13997725000012906,d,-1,0
0927,Interleaved,Judgement,10,5,6,5,3,25.710233875000085,26.213012542000115,26.504031666999936,0.29101912499982063,d,-1,0
0927,Interleaved,Judgement,7,12,1,4,3,26.616135541999938,27.119087875000105,27.12506683400011,0.00597895900000367,d,-1,0
0927,Interleaved,Judgement,8,5,7,5,4,27.23938079200002,27.742255625000098,27.768736834000038,0.026481208999939554,d,-1,0
0927,Interleaved,Judgement,6,1,10,3,5,27.88260754199996,28.38532383400002,28.49974787500014,0.11442404100012027,d,-1,0
0927,Interleaved,Judgement,9,4,8,3,4,28.633083209000006,29.135818334000078,29.245578250000108,0.10975991600002999,d,-1,0
0927,Interleaved,Judgement,6,1,8,3,5,29.359598375000132,29.862366834000113,30.016409374999967,0.15404254099985337,d,-1,0
0927,Interleaved,Judgement,7,5,6,4,3,30.15710191700009,30.65990325000007,30.83054820899997,0.17064495899990106,d,-1,0
0927,Interleaved,Judgement,11,8,4,2,4,30.943553125000108,31.446399917000008,31.563516584000126,0.11711666700011847,d,-1,0
0927,Interleaved,Judgement,4,8,1,4,5,31.676708250000047,32.17948879200003,32.30756995900015,0.1280811670001185,d,-1,0
0927,Interleaved,Judgement,7,5,3,4,2,32.42318120899995,32.92592387500008,32.931673333999925,0.005749458999844137,d,-1,0
0927,Interleaved,Judgement,7,10,5,2,5,33.04546449999998,33.54832600000009,33.67961433400001,0.1312883339999189,d,-1,0
0927,Interleaved,Judgement,10,2,6,4,2,33.794391874999974,34.29711999999995,34.45563137499994,0.15851137499998913,d,-1,0
0927,Interleaved,Judgement,1,10,2,5,4,34.5955758340001,35.098370875,35.23538512499999,0.1370142499999929,d,-1,0
0927,Interleaved,Judgement,11,5,9,3,4,35.351936541999976,35.85465483400003,35.96834200000012,0.11368716600009066,d,-1,0
0927,Interleaved,Judgement,10,1,4,5,2,36.084470624999994,36.587385625000024,36.76342820900004,0.17604258400001527,d,-1,0
0927,Interleaved,Judgement,8,5,2,5,2,36.87963629199999,37.382419750000054,37.51618191700004,0.13376216699998622,d,-1,0
0927,Interleaved,Judgement,3,10,5,3,5,37.63090250000005,38.13347429200007,38.45038999999997,0.31691570799989677,d,-1,0
0927,Interleaved,Judgement,10,5,11,5,3,38.56702725000014,39.069647499999974,39.235208333999935,0.1655608339999617,d,-1,0
0927,Interleaved,Judgement,1,11,10,3,2,39.37731170899997,39.879965916999936,39.99729683400005,0.11733091700011755,d,-1,0
0927,Interleaved,Judgement,1,8,11,5,2,40.11312900000007,40.615843625000025,40.789280792,0.17343716699997458,d,-1,0
0927,Interleaved,Judgement,4,7,5,3,4,40.92956308399994,41.43245633400011,41.46937374999993,0.03691741599982379,d,-1,0
0927,Interleaved,Judgement,9,1,10,4,5,41.58582487500007,42.08856791700009,42.15530029199999,0.06673237499990137,d,-1,0
0927,Interleaved,Judgement,11,5,8,3,5,42.273141459000044,42.77594491700006,43.00235058399994,0.22640566699988085,d,-1,0
0927,Interleaved,Judgement,6,8,12,2,3,43.118415584000104,43.62116366700002,43.75513312499993,0.13396945799991045,d,-1,0
0927,Interleaved,Judgement,5,8,4,5,4,43.89789091700004,44.40063754200014,44.47421687500014,0.07357933299999786,d,-1,0
0927,Interleaved,Judgement,10,4,11,4,2,44.61111400000004,45.11403004199997,45.168336542000134,0.054306500000166125,d,-1,0
0927,Interleaved,Judgement,1,12,5,3,2,45.28552779200004,45.78835904200014,45.890281250000044,0.10192220799990537,d,-1,0
0927,Interleaved,Judgement,5,10,12,5,3,46.006959167000105,46.50970174999998,47.0601596250001,0.5504578750001201,d,-1,0
0927,Interleaved,Judgement,3,5,9,2,4,47.17918275000011,47.682065500000135,47.83105975000012,0.148994249999987,d,-1,0
0927,Interleaved,Judgement,11,4,8,2,4,47.96910154200009,48.47197058400002,48.640156209,0.16818562499997824,d,-1,0
0927,Interleaved,Judgement,1,10,6,5,2,48.78672704199994,49.28944733399999,49.43305504199998,0.14360770799999045,d,-1,0
0927,Interleaved,Judgement,11,1,10,3,5,49.551628417000074,50.05424462500014,50.16602679200014,0.11178216700000121,d,-1,0
0927,Interleaved,Judgement,9,4,11,3,2,50.30446137500007,50.80734691700013,50.90325087500014,0.09590395800000806,d,-1,0
0927,Interleaved,Judgement,5,10,4,5,4,51.020760208999945,51.52363533400012,51.63197008399993,0.10833474999981263,d,-1,0
0927,Interleaved,Judgement,5,10,6,5,2,51.74975108400008,52.25244150000003,52.38503545899994,0.13259395899990523,d,-1,0
0927,Interleaved,Judgement,3,1,9,2,4,52.504185917000086,53.00697508400003,53.11318425000013,0.10620916600009878,d,-1,0
0927,Interleaved,Judgement,5,9,4,4,3,53.259610374999966,53.76254525000013,53.891946209000025,0.129400958999895,d,-1,0
0927,Interleaved,Judgement,11,2,10,2,4,54.04001408399995,54.542706167000006,54.65305962499997,0.11035345799996321,d,-1,0
0927,Interleaved,Judgement,7,11,6,3,2,54.777071334000084,55.27992279199998,55.435871459000055,0.15594866700007515,d,-1,0
0927,Interleaved,Judgement,9,5,8,4,5,55.556823542000075,56.059636959000045,56.150778500000115,0.09114154100006999,d,-1,0
0927,Interleaved,Judgement,5,1,9,3,4,56.27133970900013,56.774452124999925,56.869887167000115,0.09543504200019015,d,-1,0
0927,Interleaved,Judgement,1,9,4,4,3,57.009302041999945,57.51222416700011,57.60890133399994,0.0966771669998252,d,-1,0
0927,Interleaved,Judgement,11,7,12,3,4,57.75307124999995,58.25580274999993,58.315714999999955,0.05991225000002487,d,-1,0
0927,Interleaved,Judgement,6,12,2,3,2,58.46202191700013,58.96480783400011,59.122761958999945,0.15795412499983286,d,-1,0
0927,Interleaved,Judgement,7,10,1,2,5,59.24212195900009,59.745006500000045,59.74868795900011,0.0036814590000631142,d,-1,0
0927,Interleaved,Judgement,1,10,4,5,4,59.86865612500014,60.37148216700007,60.525549959000045,0.154067791999978,d,-1,0
0927,Interleaved,Judgement,7,1,8,4,5,60.64718783400008,61.14995708400011,61.36069058399994,0.21073349999983293,d,-1,0
0927,Interleaved,Judgement,8,5,12,5,2,61.48335687500003,61.985963874999925,62.00913958399997,0.023175709000042843,d,-1,0
0927,Interleaved,Judgement,6,10,3,2,3,62.12929404200008,62.63214437500005,62.704806167000015,0.07266179199996259,d,-1,0
0927,Interleaved,Judgement,5,11,8,3,2,62.8523150420001,63.355027000000064,63.434785749999946,0.07975874999988264,d,-1,0
0927,Interleaved,Judgement,11,1,8,3,5,63.55695154199998,64.05960412500008,64.2855111670001,0.2259070420000171,d,-1,0
0927,Interleaved,Judgement,1,7,4,4,3,64.43104416699998,64.93395824999993,64.98356391700008,0.04960566700015079,d,-1,0
0927,Interleaved,Judgement,2,10,5,4,5,65.10440491700001,65.60706025000013,65.75352108400011,0.14646083399998133,d,-1,0
0927,Interleaved,Judgement,12,1,8,3,5,65.87596116700001,66.37868304200015,66.42268695899998,0.0440039169998272,d,-1,0
0927,Interleaved,Judgement,11,10,4,2,4,66.54369425000004,67.04661141700012,67.10888262499998,0.062271207999856415,d,-1,0
0927,Interleaved,Judgement,1,8,2,5,4,67.23104075000015,67.73382100000003,67.78654804200005,0.05272704200001499,d,-1,0
0927,Interleaved,Judgement,9,2,12,3,2,67.93723454199994,68.44002045899992,68.67631070900006,0.23629025000013826,d,-1,0
0927,Interleaved,Judgement,7,11,4,3,2,68.79882858400015,69.30166095899995,69.48144845900015,0.17978750000020227,d,-1,0
0927,Interleaved,Judgement,5,9,7,4,2,69.62428079200004,70.12729958399996,70.13462720899997,0.007327625000016269,d,-1,0
0927,Interleaved,Judgement,8,4,1,4,2,70.27857816699998,70.78147220899996,70.84455783399994,0.06308562499998516,d,-1,0
0927,Interleaved,Judgement,8,2,6,4,2,70.96905808399993,71.47174679199998,71.59949429200014,0.12774750000016866,d,-1,0
